ms12722,====================== NEW FLIGHT LOG INITIATED ==============================
ms12723,phase, T-clock, altitude, altitude-max, speed, speed-max, temp, temp max, baroLaunch, baroApogee, ADXL, adxl.x, adxl.y, adxl.z, adxl.avgZ, adxl.linZ, adxl.maxZ, adxl.minZ, adxl.velocity, adxl.burnoutArm,adxl.burnout, adxl.apogee, LSM6D-A, lsm.x, lsm.y, lsm.z, lsm.avgZ, lsm.linZ, lsm.maxZ, lsm.minZ, lsm.velocity, lsm.burnoutArm,lsm.burnout, lsm.apogee, LSM-Gyro,lsm.gX, lsm.gY, lsm.gZ, lsm.yaw, lsm.pitch, lsm.roll, lsm.tilt, lsm.tiltMax, EVENTS, voltage, launch, burnout, apogee, fore, aft, sustainer, pyro-separation, pyro-sustainer, pyro-main, pyro-drogue, contMain, contDrogue, contSep, contSust, Staging Armed, CPU temp, CPU temp Max
7/3/2021-09:27:47.458,STARTUP,0.000,12,48,0,0,93,93,0,0,ADXL:,-1746,-148,-531,196,857,2138,-1904,2,0,0,0,LSM-A:,990,-22,17,-2,-11,28,-27,0,0,0,0,LSM-G:,0.0017,0.0008,-0.0007,-2,-1,1,2.3,3.0,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,131,131
7/3/2021-09:27:50.058,WAITING,0.000,0,0,0,0,93,93,0,0,ADXL:,-1056,99,-531,204,166,0,0,0,0,0,0,LSM-A:,995,-21,17,-2,-6,0,-6,0,0,0,0,LSM-G:,-0.0001,0.0010,-0.0006,-1,-1,0,1.4,1.4,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,131,131
7/3/2021-09:27:50.207,STARTUP Phase Complete - Moving to Waiting Phase - All OK
7/3/2021-09:27:55.110,WAITING,0.000,0,44,0,0,93,93,0,0,ADXL:,-415,0,-778,203,-474,2385,-1510,0,0,0,0,LSM-A:,992,-28,14,-3,-9,24,-25,0,0,0,0,LSM-G:,-0.0010,0.0010,-0.0008,-1,-1,0,1.3,1.9,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,132,132
7/3/2021-09:28:00.210,WAITING,0.000,0,44,0,0,93,93,0,0,ADXL:,-70,49,-432,209,-820,2385,-1707,0,0,0,0,LSM-A:,1001,-12,25,-3,-0,24,-25,0,0,0,0,LSM-G:,0.0008,0.0008,-0.0007,-1,-2,0,1.6,2.2,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,132,132
7/3/2021-09:28:05.251,WAITING,0.000,0,44,0,0,93,93,0,0,ADXL:,-1302,-690,-285,197,413,2385,-1707,0,0,0,0,LSM-A:,997,-13,15,-3,-4,24,-25,0,0,0,0,LSM-G:,-0.0001,-0.0004,0.0006,-1,-2,-0,2.2,2.2,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,132,132
7/3/2021-09:28:10.294,WAITING,0.000,-18,46,0,0,93,93,0,0,ADXL:,-513,-789,-383,194,-389,2027,-1424,0,0,0,0,LSM-A:,995,-21,23,-3,-6,24,-25,0,0,0,0,LSM-G:,-0.0003,-0.0011,0.0007,-1,-2,-0,2.1,2.3,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,133,133
7/3/2021-09:28:15.393,WAITING,0.000,-7,46,0,0,93,93,0,0,ADXL:,-1943,-493,-827,197,1041,2027,-1473,4,0,0,0,LSM-A:,999,-18,26,-2,-2,24,-25,0,0,0,0,LSM-G:,-0.0010,-0.0009,0.0006,-1,-2,-0,2.3,2.5,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,132,133
7/3/2021-09:28:20.439,WAITING,0.000,14,46,0,0,93,93,0,0,ADXL:,-1056,-1232,-728,210,154,2027,-1769,0,0,0,0,LSM-A:,1000,-12,17,-2,-1,24,-35,0,0,0,0,LSM-G:,0.0002,-0.0018,0.0012,-1,-2,-0,2.1,3.0,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,133,133
7/3/2021-09:28:25.485,WAITING,0.000,9,46,0,0,93,93,0,0,ADXL:,-760,641,11,189,-142,2027,-1769,0,0,0,0,LSM-A:,1005,-27,-7,-3,4,24,-35,0,0,0,0,LSM-G:,0.0007,0.0008,0.0012,-0,-3,-1,2.7,3.1,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,134,134
7/3/2021-09:28:30.530,WAITING,0.000,-8,46,0,0,93,93,0,0,ADXL:,-1105,-641,-679,205,203,2027,-1769,0,0,0,0,LSM-A:,1001,-10,26,-3,-0,24,-35,0,0,0,0,LSM-G:,-0.0014,-0.0018,0.0016,-1,-2,-0,2.4,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,134,134
7/3/2021-09:28:35.635,WAITING,0.000,0,46,0,0,93,93,0,0,ADXL:,-1696,493,554,175,794,2027,-1769,5,0,0,0,LSM-A:,989,-16,14,-2,-12,24,-35,0,0,0,0,LSM-G:,0.0033,-0.0009,0.0006,-0,-3,-0,2.7,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,134,134
7/3/2021-09:28:40.684,WAITING,0.000,28,46,0,0,93,93,0,0,ADXL:,-1844,-98,-137,161,942,2027,-1769,2,0,0,0,LSM-A:,998,-11,20,-2,-3,24,-35,0,0,0,0,LSM-G:,-0.0000,-0.0009,0.0006,-1,-2,-0,2.1,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,134,135
7/3/2021-09:28:45.732,WAITING,0.000,0,46,0,0,94,94,0,0,ADXL:,-1253,-591,-1221,161,353,1437,-1077,0,0,0,0,LSM-A:,1004,-13,20,-2,3,24,-35,0,0,0,0,LSM-G:,-0.0032,-0.0006,0.0008,-1,-1,0,1.4,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,135,135
7/3/2021-09:28:50.781,WAITING,0.000,-9,59,0,0,94,94,0,0,ADXL:,-1548,99,-482,167,648,1881,-1570,3,0,0,0,LSM-A:,996,-22,13,-3,-5,24,-35,0,0,0,0,LSM-G:,-0.0003,0.0008,-0.0007,-2,-2,0,1.6,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,135,135
7/3/2021-09:28:55.831,WAITING,0.000,9,59,0,0,94,94,0,0,ADXL:,-1302,197,110,210,402,2325,-1570,0,0,0,0,LSM-A:,988,-12,24,-3,-13,25,-35,0,0,0,0,LSM-G:,-0.0019,0.0006,-0.0005,-1,-2,0,1.7,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,135,135
7/3/2021-09:29:00.880,WAITING,0.000,-6,59,0,0,94,94,0,0,ADXL:,-858,-838,-728,177,-42,2325,-1669,0,0,0,0,LSM-A:,1001,-17,17,-3,-0,25,-35,0,0,0,0,LSM-G:,-0.0012,0.0010,-0.0007,-2,-1,0,1.7,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,135,136
7/3/2021-09:29:05.931,WAITING,0.000,0,59,0,0,94,94,0,0,ADXL:,-1795,-197,-975,196,895,2325,-1767,2,0,0,0,LSM-A:,1004,-14,14,-2,3,25,-35,0,0,0,0,LSM-G:,0.0010,0.0012,-0.0014,-2,-2,0,1.8,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,136,136
7/3/2021-09:29:10.981,WAITING,0.000,0,59,0,0,94,94,0,0,ADXL:,-119,493,-334,182,-781,2325,-1915,0,0,0,0,LSM-A:,1003,-26,16,-3,2,29,-35,0,0,0,0,LSM-G:,-0.0007,0.0016,-0.0014,-2,-1,0,1.6,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,136,138
7/3/2021-09:29:16.033,WAITING,0.000,-7,59,0,0,94,94,0,0,ADXL:,-365,-542,-926,188,-535,2325,-2112,0,0,0,0,LSM-A:,1009,-25,15,-2,8,29,-35,0,0,0,0,LSM-G:,0.0010,0.0014,-0.0014,-2,-2,0,1.6,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,136,138
7/3/2021-09:29:21.084,WAITING,0.000,0,59,0,0,94,94,0,0,ADXL:,-760,-296,-334,193,-140,2325,-2112,0,0,0,0,LSM-A:,994,-18,21,-3,-7,29,-35,0,0,0,0,LSM-G:,0.0016,0.0007,-0.0006,-2,-1,0,2.5,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,136,138
7/3/2021-09:29:26.181,WAITING,0.000,10,59,0,0,94,94,0,0,ADXL:,-1154,296,-87,193,248,1431,-1527,0,0,0,0,LSM-A:,1009,-21,36,-3,8,29,-35,0,0,0,0,LSM-G:,0.0016,0.0010,-0.0007,-1,-1,0,1.4,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,138,138
7/3/2021-09:29:31.226,WAITING,0.000,22,59,0,0,94,94,0,0,ADXL:,-1105,-296,-630,185,199,1875,-1675,0,0,0,0,LSM-A:,1004,-17,11,-3,3,29,-35,0,0,0,0,LSM-G:,0.0021,0.0007,-0.0007,-2,-2,0,1.8,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,138,138
7/3/2021-09:29:36.269,WAITING,0.000,9,59,0,0,94,94,0,0,ADXL:,-316,-246,-285,186,-590,2122,-2118,0,0,0,0,LSM-A:,998,-18,6,-3,-3,29,-35,0,0,0,0,LSM-G:,0.0014,-0.0006,0.0006,-1,-2,-0,1.9,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,138,138
7/3/2021-09:29:41.314,WAITING,0.000,-6,59,0,0,94,95,0,0,ADXL:,-119,-148,-235,186,-787,2122,-2463,0,0,0,0,LSM-A:,997,-20,17,-2,-4,29,-35,0,0,0,0,LSM-G:,0.0003,-0.0027,0.0004,-1,-2,-0,2.5,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,139,139
7/3/2021-09:29:46.359,WAITING,0.000,-12,59,0,0,95,95,0,0,ADXL:,-957,-986,-2355,164,51,2122,-2463,0,0,0,0,LSM-A:,996,-17,24,-2,-5,29,-35,0,0,0,0,LSM-G:,-0.0014,-0.0006,0.0007,-1,-1,-0,1.2,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,139,139
7/3/2021-09:29:51.404,WAITING,0.000,0,59,0,0,95,95,0,0,ADXL:,-908,49,-38,193,2,2122,-2463,0,0,0,0,LSM-A:,994,-15,11,-2,-7,29,-35,0,0,0,0,LSM-G:,0.0004,-0.0016,0.0012,-0,-3,-1,2.9,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,139,140
7/3/2021-09:29:56.452,WAITING,0.000,8,59,0,0,95,95,0,0,ADXL:,-1006,99,751,159,100,2122,-2463,0,0,0,0,LSM-A:,992,-15,44,-3,-9,29,-35,0,0,0,0,LSM-G:,0.0007,-0.0037,0.0011,-1,-2,-0,2.1,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,140,140
7/3/2021-09:30:01.500,WAITING,0.000,7,59,0,0,95,95,0,0,ADXL:,-1647,592,356,188,741,2122,-2463,1,0,0,0,LSM-A:,1000,-14,22,-2,-1,29,-35,0,0,0,0,LSM-G:,-0.0007,-0.0014,0.0014,-0,-3,-1,2.7,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,139,140
7/3/2021-09:30:06.549,WAITING,0.000,-9,59,0,0,95,95,0,0,ADXL:,-1253,444,208,170,337,1914,-1980,0,0,0,0,LSM-A:,997,-23,13,-3,-4,29,-35,0,0,0,0,LSM-G:,-0.0004,-0.0007,0.0006,-1,-2,-0,2.4,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,140,140
7/3/2021-09:30:11.596,WAITING,0.000,8,59,0,0,95,95,0,0,ADXL:,-957,-789,307,162,41,1914,-1980,0,0,0,0,LSM-A:,1006,-23,26,-2,6,29,-35,0,0,0,0,LSM-G:,-0.0007,-0.0031,0.0004,-2,-2,-0,2.1,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,140,140
7/3/2021-09:30:16.644,WAITING,0.000,-16,59,0,0,95,95,0,0,ADXL:,-1253,542,-1123,155,337,1914,-1980,0,0,0,0,LSM-A:,990,-17,15,-2,-11,29,-35,0,0,0,0,LSM-G:,-0.0002,-0.0006,0.0008,-1,-2,-0,2.0,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,140,140
7/3/2021-09:30:21.752,WAITING,0.000,0,59,0,0,95,95,0,0,ADXL:,-267,-394,-285,156,-649,1914,-1980,0,0,0,0,LSM-A:,1010,-11,20,-2,9,29,-35,0,0,0,0,LSM-G:,-0.0003,0.0003,-0.0005,-2,-2,-0,1.9,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,141,141
7/3/2021-09:30:26.803,WAITING,0.000,0,59,0,0,95,95,0,0,ADXL:,-513,197,11,180,-403,1914,-1980,0,0,0,0,LSM-A:,993,-21,20,-2,-8,29,-35,0,0,0,0,LSM-G:,0.0003,0.0009,-0.0009,-1,-1,0,1.4,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,140,141
7/3/2021-09:30:31.851,WAITING,0.000,12,59,0,0,95,95,0,0,ADXL:,-2485,-345,-1073,174,1569,1914,-1980,6,0,0,0,LSM-A:,993,-17,21,-2,-8,29,-35,0,0,0,0,LSM-G:,0.0004,0.0010,-0.0005,-1,-1,0,1.5,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,141,141
7/3/2021-09:30:36.902,WAITING,0.000,11,59,0,0,95,96,0,0,ADXL:,-365,99,-1912,158,-551,1914,-1980,0,0,0,0,LSM-A:,996,-20,16,-2,-5,29,-35,0,0,0,0,LSM-G:,0.0009,0.0015,-0.0014,-2,-1,0,1.7,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,142,142
7/3/2021-09:30:41.955,WAITING,0.000,10,59,0,0,95,96,0,0,ADXL:,-710,197,110,182,-208,1764,-1194,0,0,0,0,LSM-A:,997,-15,12,-3,-4,29,-35,0,0,0,0,LSM-G:,0.0009,0.0018,-0.0013,-2,-2,0,2.2,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,141,142
7/3/2021-09:30:47.105,WAITING,0.000,-9,59,0,0,96,96,0,0,ADXL:,-1696,-98,-580,150,778,1764,-1539,2,0,0,0,LSM-A:,1008,-19,21,-3,7,29,-35,0,0,0,0,LSM-G:,0.0004,0.0005,-0.0007,-2,-1,0,1.7,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,141,142
7/3/2021-09:30:52.148,WAITING,0.000,20,59,0,0,96,96,0,0,ADXL:,-1105,-739,-1073,159,187,1764,-2081,0,0,0,0,LSM-A:,999,-12,16,-2,-2,29,-35,0,0,0,0,LSM-G:,0.0003,0.0004,-0.0005,-1,-2,0,1.5,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,141,142
7/3/2021-09:30:57.190,WAITING,0.000,14,59,0,0,96,96,0,0,ADXL:,-1696,-296,-482,150,778,1764,-2081,2,0,0,0,LSM-A:,994,-13,15,-3,-7,29,-35,0,0,0,0,LSM-G:,0.0004,0.0007,-0.0007,-2,-1,0,2.0,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,142,142
7/3/2021-09:31:02.234,WAITING,0.000,11,59,0,0,96,96,0,0,ADXL:,-612,0,258,170,-306,1863,-2081,0,0,0,0,LSM-A:,998,-17,19,-2,-3,29,-35,0,0,0,0,LSM-G:,-0.0001,-0.0009,0.0007,-2,-2,0,2.0,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,142,142
7/3/2021-09:31:07.279,WAITING,0.000,0,59,0,0,96,96,0,0,ADXL:,-1203,247,-432,173,285,1912,-2081,0,0,0,0,LSM-A:,999,-24,9,-3,-2,29,-35,0,0,0,0,LSM-G:,0.0000,-0.0008,0.0008,-1,-2,-0,1.9,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,142,142
7/3/2021-09:31:12.325,WAITING,0.000,0,59,0,0,96,96,0,0,ADXL:,-1253,-493,-778,177,335,2110,-2081,0,0,0,0,LSM-A:,1009,-15,12,-3,8,29,-35,0,0,0,0,LSM-G:,0.0006,-0.0008,0.0004,-1,-2,-0,2.1,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,142,142
7/3/2021-09:31:17.371,WAITING,0.000,0,59,0,0,96,96,0,0,ADXL:,-1696,-690,-728,168,778,2110,-2081,2,0,0,0,LSM-A:,1004,-18,14,-2,3,29,-35,0,0,0,0,LSM-G:,-0.0013,-0.0017,0.0013,-1,-2,-0,2.2,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,142,144
7/3/2021-09:31:22.417,WAITING,0.000,8,59,0,0,96,96,0,0,ADXL:,-1795,-98,110,160,874,1761,-1344,2,0,0,0,LSM-A:,999,-18,23,-2,-2,29,-35,0,0,0,0,LSM-G:,-0.0022,-0.0015,0.0013,-1,-2,-0,1.9,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,144,144
7/3/2021-09:31:27.463,WAITING,0.000,0,59,0,0,96,96,0,0,ADXL:,-1105,592,-876,176,184,1761,-1690,0,0,0,0,LSM-A:,996,-16,18,-2,-5,29,-35,0,0,0,0,LSM-G:,0.0012,-0.0012,0.0013,-1,-3,-1,2.9,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,144,144
7/3/2021-09:31:32.511,WAITING,0.000,0,59,0,0,96,96,0,0,ADXL:,-1548,444,-235,156,628,1909,-1690,3,0,0,0,LSM-A:,1000,-12,13,-2,-1,29,-35,0,0,0,0,LSM-G:,0.0027,-0.0011,0.0006,-1,-2,-0,2.0,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,144,144
7/3/2021-09:31:37.558,WAITING,0.000,8,59,0,0,96,97,0,0,ADXL:,-1499,-296,-728,163,578,1909,-2133,1,0,0,0,LSM-A:,1010,-17,18,-3,9,29,-35,0,0,0,0,LSM-G:,-0.0008,-0.0004,0.0008,-1,-3,-0,2.7,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,144,144
7/3/2021-09:31:42.608,WAITING,0.000,0,59,0,0,97,97,0,0,ADXL:,-809,-197,-630,156,-112,1909,-2133,0,0,0,0,LSM-A:,1005,-16,19,-2,4,29,-35,0,0,0,0,LSM-G:,-0.0008,-0.0009,0.0006,-1,-2,-0,2.0,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,144,144
7/3/2021-09:31:47.658,WAITING,0.000,8,59,0,0,97,97,0,0,ADXL:,-1302,-1084,-827,140,381,1909,-2133,0,0,0,0,LSM-A:,1002,-8,20,-3,1,29,-35,0,0,0,0,LSM-G:,0.0006,0.0004,-0.0005,-1,-2,-0,2.1,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,145,145
7/3/2021-09:31:52.709,WAITING,0.000,16,59,0,0,97,97,0,0,ADXL:,-1351,49,-186,167,430,1909,-2133,0,0,0,0,LSM-A:,991,-22,17,-3,-10,29,-35,0,0,0,0,LSM-G:,-0.0001,0.0009,-0.0006,-2,-1,0,1.7,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,144,145
7/3/2021-09:31:57.761,WAITING,0.000,-21,59,0,0,97,97,0,0,ADXL:,-415,-197,-186,186,-508,1710,-1051,0,0,0,0,LSM-A:,1004,-16,25,-2,3,29,-35,0,0,0,0,LSM-G:,0.0001,0.0008,-0.0007,-2,-1,0,1.6,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,145,145
7/3/2021-09:32:02.812,WAITING,0.000,7,59,0,0,97,97,0,0,ADXL:,-2239,740,554,146,1316,2400,-1987,3,0,0,0,LSM-A:,1006,-22,18,-3,6,29,-35,0,0,0,0,LSM-G:,0.0009,0.0015,-0.0013,-2,-1,0,1.6,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,145,145
7/3/2021-09:32:07.865,WAITING,0.000,5,59,0,0,97,97,0,0,ADXL:,-1548,542,-87,162,626,2400,-1987,1,0,0,0,LSM-A:,993,-24,24,-3,-8,29,-35,0,0,0,0,LSM-G:,-0.0008,0.0013,-0.0012,-1,-2,-0,1.9,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,145,145
7/3/2021-09:32:12.959,WAITING,0.000,-11,59,0,0,97,97,0,0,ADXL:,-858,296,-137,167,-65,2400,-1987,0,0,0,0,LSM-A:,1004,-27,20,-3,3,29,-35,0,0,0,0,LSM-G:,-0.0005,0.0019,-0.0013,-2,-1,0,1.6,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,145,146
7/3/2021-09:32:18.002,WAITING,0.000,6,59,0,0,97,97,0,0,ADXL:,-809,345,-1024,188,-114,2400,-1987,0,0,0,0,LSM-A:,995,-26,21,-3,-6,29,-35,0,0,0,0,LSM-G:,-0.0009,0.0006,-0.0007,-2,-2,0,1.7,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,145,146
7/3/2021-09:32:23.045,WAITING,0.000,-15,59,0,0,97,97,0,0,ADXL:,-1450,-345,-975,161,527,2400,-1987,1,0,0,0,LSM-A:,1003,-21,33,-3,2,29,-35,0,0,0,0,LSM-G:,-0.0006,-0.0013,-0.0009,-2,-1,0,1.7,3.6,EVENTS:,100.00,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,145,146
